INCIDENT INFO,START_DT,QUADRANT
 Eastbound Stoney Trail at Macleod Trail SW  ,7/14/2023 17:21,SW
 Southbound Macleod Trail at James Mckevitt Road SW ,7/14/2023 17:06,SW
 Eastbound Glenmore Trail approaching 14 Street SW ,7/14/2023 16:44,SW
 Eastbound Glenmore Trail approaching 14 Street SW ,7/14/2023 16:44,SW
 Southbound Deerfoot Trail approaching Memorial Drive SE ,7/14/2023 16:01,SE
 Eastbound 17 Avenue at 42 Street SE ,7/14/2023 15:31,SE
 Eastbound Crowchild Trail at Stoney Trail NW ,7/14/2023 15:00,NW
 Westbound 17 Avenue at Deerfoot Trail SE ,7/14/2023 14:54,SE
 Centre Street and 64 Avenue NE ,7/14/2023 14:49,NE
 36 Street and 8 Avenue NE ,7/14/2023 13:45,NE
 Southbound Barlow Trail and 27 Avenue NE ,7/14/2023 12:15,NE
 Southbound Deerfoot Trail and Memorial Drive SE ,7/14/2023 11:43,SE
 Eastbound 17 Avenue and Kelwood Drive SW ,7/14/2023 7:56,SW
 36 Avenue and Elbow Drive SW ,7/13/2023 20:26,SW
 Southbound Metis Trail approaching Airport Trail NE ,7/13/2023 20:19,NE
 14 Street and 10 Avenue SW ,7/13/2023 19:32,SW
 14 Street b/w 9 Avenue and 10 Avenue SW ,7/13/2023 19:32,SW
 14 Street at 9 Avenue SW ,7/13/2023 19:32,SW
 Temple Drive and 55 Street NE ,7/13/2023 18:25,NE
 Eastbound Memorial Drive approaching Deerfoot Trail SE ,7/13/2023 17:21,SE
 Fairmount Drive and Arbour Crescent SE ,7/13/2023 16:53,SE
 Spruce Meadows Green and James McKevitt Road SW ,7/13/2023 16:30,SW
 Twelve Mi Coulee Road and Crowchild Trail NW ,7/13/2023 15:49,NW
 Harvest Hills Boulevard and Coventry Hills Drive NE ,7/13/2023 14:01,NE
 Westbound Mcknight Boulevard and 47 Street NE ,7/13/2023 9:03,NE
 Eastbound Mcknight Boulevard and 47 Street NE ,7/13/2023 9:03,NE
 8 Avenue and 6 Street SW ,7/13/2023 7:52,SW
 Saddlebrook Drive and 80 Avenue NE ,7/13/2023 6:16,NE
 Westbound Stoney Trail approaching Harvest Hills Boulevard N ,7/13/2023 4:48,NE
 Southland Drive and Deerfoot Trail SE ,7/12/2023 23:28,SE
 16 Avenue and 52 Street NE ,7/12/2023 23:26,NE
 Bow Bottom Trail at Deerfoot Trail SE ,7/12/2023 23:13,SE
 21 Avenue and 11 Street SE ,7/12/2023 23:02,SE
 Falconridge Boulevard and Falworth Road NE ,7/12/2023 21:05,NE
 53 Avenue and 2 Street SW ,7/12/2023 19:53,SW
 17A Street and 17 Avenue SW ,7/12/2023 19:08,SW
 64 Avenue and 68 Street NE ,7/12/2023 18:50,NE
 Auburn Bay Avenue and Auburn Shores Wy SE ,7/12/2023 17:05,SE
 Westbound Stoney Trail and McKenzie Lake Boulevard SE ,7/12/2023 16:52,SE
 10 Avenue and 8 Street SW ,7/12/2023 16:24,SW
 Northbound Barlow Trail and 37 Avenue NE ,7/12/2023 16:12,NE
 James McKevitt Road and 162 Avenue SW ,7/12/2023 16:09,SW
 Northbound James McKevitt Road and 162 Avenue SW ,7/12/2023 16:09,SW
 26 Street and Oakfield Drive SW ,7/12/2023 15:45,SW
 Highfield Boulevard and Ogden Road SE ,7/12/2023 15:23,SE
 34 Street and 20 Avenue NE ,7/12/2023 15:02,NE
 Eastbound Glenmore Trail and Crowchild Trail SW ,7/12/2023 12:48,SW
 Centre Street and Beddington Boulevard NW ,7/12/2023 12:46,NW
 Northbound Macleod Trail and 46 Avenue SW ,7/12/2023 11:40,SW
 106 Avenue and 42 Street SE ,7/12/2023 11:08,SE
 1 Street and 58 Avenue SE ,7/12/2023 11:07,SE
 Southbound Deerfoot Trail approaching Peigan Trail SE ,7/12/2023 9:08,SE
 Southbound Metis Trail and Airport Trail NE ,7/12/2023 9:02,NE
 Westbound Glenmore Trail and Macleod Trail SW ,7/12/2023 8:53,SW
 5 Avenue and 6 Street SW ,7/12/2023 8:47,NW
 Southbound Stoney Trail and Country Hills Boulevard NW ,7/12/2023 8:26,NW
 Northbound Stoney Trail and Country Hills Boulevard NE ,7/12/2023 8:14,NE
 Southbound 14 Street Approaching Southland Drive SW ,7/12/2023 7:53,SW
 Eastbound 16 Avenue and 12 Street NW ,7/12/2023 7:50,NW
 Stoney Trail and Deerfoot Trail NE ,7/12/2023 2:13,NE
 Eastbound Memorial Drive approaching Deerfoot Trail SE ,7/12/2023 0:23,SE
 Northbound Centre Street approaching Samis Road N ,7/11/2023 23:53,NW
 Eastbound 16 Avenue and 19 Street NE ,7/11/2023 19:25,NE
 Northbound 24 Street and Anderson Road SW ,7/11/2023 17:27,SW
 Southbound Deerfoot Trail after Peigan Trail SE ,7/11/2023 17:22,SE
 36 Street and Radcliffe Drive SE ,7/11/2023 17:14,SE
 61 Avenue and 68 Street SE ,7/11/2023 16:45,SE
 Northbound Barlow Trail and 7 Avenue NE ,7/11/2023 16:33,NE
 Westbound 64 Avenue and Deerfoot Trail NE ,7/11/2023 16:28,NE
 Northbound Deerfoot Trail after Peigan Trail SE ,7/11/2023 16:18,SE
 Eastbound Glenmore Trail and Fairmount Drive SE ,7/11/2023 15:20,SE
 14 Street and 20 Avenue NW ,7/11/2023 13:08,NW
 Southbound Deerfoot Trail south of 32 Avenue NE ,7/11/2023 13:01,NE
 Northbound 36 Street and Marbank Drive NE ,7/11/2023 9:49,NE
 Southbound Deerfoot Trail north of McKnight Boulevard NE ,7/11/2023 7:41,NE
 Westbound 16 Avenue east of Deerfoot Trail  NE ,7/11/2023 7:08,NE
 7 Avenue and 4 Street SE ,7/11/2023 2:05,SE
 Eastbound 64 Avenue at Martindale Gate NE ,7/10/2023 22:19,NE
 Eastbound Memorial Drive approaching Deerfoot Trail SE ,7/10/2023 21:26,SE
 5 Avenue at Memorial Drive NE ,7/10/2023 19:49,NE
 Southbound Deerfoot Trail at Glenmore Trail SE ,7/10/2023 18:51,SE
 Stoney Trail and 88 Street SE ,7/10/2023 18:48,SE
 Westbound 11 Avenue at Centre Street S ,7/10/2023 17:52,SE
 17 Avenue at 26 Street SW ,7/10/2023 17:48,SW
 Trans Canada Hi at Bowfort Road NW ,7/10/2023 17:13,NW
 Eastbound 5 Avenue at Macleod Trail SE ,7/10/2023 16:56,SE
 Eastbound Country Hills Boulevard at Stoney Trail NW ,7/10/2023 16:12,NW
 Eastbound 16 Avenue at Centre Street N ,7/10/2023 15:48,NW
 Westbound McKnight Boulevard at Deerfoot Trail NE ,7/10/2023 15:31,NE
 Westbound McKnight Boulevard at Deerfoot Trail NE ,7/10/2023 15:31,NE
 4th Avenue Flyover approaching 3 Street SE ,7/10/2023 15:20,SE
 Westbound McKnight Boulevard at Stoney Trail NE ,7/10/2023 15:16,NE
 Southbound Acadia Drive approaching Anderson Road SE ,7/10/2023 13:42,SE
 Sarcee Trail and Stoney Trail NW ,7/10/2023 12:26,NW
 Eastbound Riverfront Avenue and Centre Street SW ,7/10/2023 11:51,SW
 26 Avenue and 34 Street NE ,7/10/2023 11:28,NE
 Southbound Deerfoot Trail approaching Beddington Trail NE ,7/10/2023 9:54,NE
 Southbound 8 Street and 11 Avenue SW ,7/10/2023 9:04,SW
 Eastbound Glenmore Trail and 14 Street SW ,7/10/2023 8:22,SW
 Seton Boulevard and Seton Wy SE ,7/10/2023 8:04,SE
 Northbound Deerfoot Trail and 64 Avenue NE ,7/10/2023 6:39,NE
 Westbound Country Hills Boulevard and 14 Street NE ,7/10/2023 0:52,NE
 Southbound Sarcee Trail and Richmond Road SW ,7/9/2023 23:34,SW
 Country Hills Boulevard and Panorama Hills Boulevard NW ,7/9/2023 22:51,NW
 Shawville Boulevard and Shalom Wy SE ,7/9/2023 18:16,SE
 Eastbound 12 Avenue at 1 Street SW ,7/9/2023 15:46,SW
 Southbound Deerfoot Trail south of 16 Avenue NE ,7/9/2023 14:56,NE
 Westbound Memorial Drive at Deerfoot Trail SE ,7/9/2023 9:06,SE
 Northbound Macleod Trail and 25 Avenue SE ,7/9/2023 0:10,SE
 10 Avenue and 1 Street SE ,7/8/2023 23:38,SE
 John Laurie Boulevard and 53 Street NW ,7/8/2023 20:50,NW
 Westbound 17 Avenue and 4 Street SW ,7/8/2023 18:44,SW
 Centre Street and 16 Avenue NE ,7/8/2023 17:56,NE
 128 Avenue and Skyview Ranch Boulevard NE ,7/8/2023 17:42,NE
 Southbound Deerfoot Trail approaching Memorial Drive SE ,7/8/2023 17:09,SE
 Northbound Deerfoot Trail at Country Hills Boulevard NE ,7/8/2023 17:01,NE
 Heritage Meadows Road and Heritage Meadows Wy SE ,7/8/2023 16:56,SE
 Westbound Glenmore Trail at Blackfoot Trail SE ,7/8/2023 13:49,SE
 Westbound Glenmore Trail at Blackfoot Trail SE ,7/8/2023 13:49,SE
 Northbound 36 Street approaching 32 Avenue NE ,7/8/2023 13:29,NE
 Northbound 87 Street at Nose Hill Drive NW ,7/8/2023 13:20,NW
 26 Avenue at 31 Street SW ,7/8/2023 13:11,SW
 Eastbound Stoney Trail at Beddington Trail NW ,7/8/2023 12:51,NW
 Southbound Deerfoot Trail at 16 Avenue NE ,7/8/2023 12:40,NE
 Crowchild Trail at 5 Avenue NW ,7/8/2023 12:35,NW
 Westbound 17 Avenue approaching 19 Street SE ,7/8/2023 12:02,SE
 17 Avenue and 45 Street SW ,7/8/2023 11:23,SW
 17 Avenue and 45 Street SW ,7/8/2023 11:23,SW
 Northbound Shaganappi Trail at John Laurie Boulevard NW ,7/8/2023 10:55,NW
 Southbound Deerfoot Trail approaching 64 Avenue NE ,7/8/2023 10:40,NE
 5 Street and 17 Avenue SW ,7/8/2023 3:43,SW
 21 Avenue and 1 Street NW ,7/8/2023 3:40,NW
 52 Street and McKenzie Towne Avenue SE ,7/8/2023 0:43,SE
 Westbound Glenmore Trail and Blackfoot Trail SE ,7/7/2023 20:53,SE
 Southbound 14 Street and 13 Avenue SW ,7/7/2023 20:27,SW
 Westbound Glenmore Trail and Blackfoot Trail SE ,7/7/2023 20:25,SE
 Southbound Macleod Trail and 90 Avenue SE ,7/7/2023 15:08,SE
 Acadia Drive and Southland Drive SE ,7/7/2023 15:01,SE
 Memorial Drive and Madigan Drive NE ,7/7/2023 15:00,NE
 Rundlehorn Drive and 38 Street NE ,7/7/2023 13:50,NE
 Eastbound Glenmore Trail and Crowchild Trail SW ,7/7/2023 13:32,SW
 Eastbound Glenmore Trail approaching 14 Street SW ,7/7/2023 13:02,SW
 Eastbound Glenmore Trail approaching 14 Street SW ,7/7/2023 13:02,SW
 Southbound Crowchild Trail at 50 Avenue SW ,7/7/2023 12:53,SW
 Eastbound Glenmore Trail approaching Blackfoot Trail SE ,7/7/2023 11:05,SE
 Northbound Elbow Drive at Glenmore Trail SW ,7/7/2023 10:50,SW
 Southbound Crowchild Trail south of 16 Avenue NW ,7/7/2023 9:24,NW
 Bow Trail at 5 Avenue SW ,7/7/2023 8:41,SW
 Anderson Road east of Macleod Trail SE ,7/7/2023 4:19,SE
 42 Avenue and Macleod Trail S ,7/7/2023 2:03,SW
 Macleod Trail at 42 Avenue SW ,7/7/2023 2:03,SW
 Evanston Wy and Symons Valley Py NW ,7/7/2023 1:43,NW
 Memorial Drive and 68 Street SE ,7/6/2023 20:35,SE
 Southbound Stoney Trail and McKnight Boulevard NE ,7/6/2023 20:12,NE
 Eastbound 16 Avenue and Canada Olympic Drive NW ,7/6/2023 19:58,NW
 Northbound Stoney Trail and Nose Hill Drive NW ,7/6/2023 18:52,NW
 Northbound Stoney Trail and Nose Hill Drive NW ,7/6/2023 18:52,NW
 Bowness Road and 16 Avenue NW ,7/6/2023 18:42,NW
 Northbound Deerfoot Trail after 32 Avenue NE ,7/6/2023 18:26,NE
 1 Street and 17 Avenue SE ,7/6/2023 18:20,SE
 Southbound Macleod Trail and 194 Avenue SE ,7/6/2023 17:46,SE
 Southbound Deerfoot Trail and 64 Avenue NE ,7/6/2023 17:41,NE
 Southbound 14 Street and Memorial Drive NW ,7/6/2023 17:36,NW
 Northbound Stoney Trail and 17 Avenue SE ,7/6/2023 17:07,SE
 Northbound Shaganappi Trail and Valiant Drive NW ,7/6/2023 16:26,NW
 15 Street and Heritage Drive SE ,7/6/2023 16:09,SE
 Deerfoot Trail and 32 Avenue NE ,7/6/2023 16:06,NE
 Deerfoot Trail and 32 Avenue NE ,7/6/2023 16:06,NE
 Southbound Deerfoot Trail approaching Glenmore Trail SE ,7/6/2023 15:19,SE
 4 Avenue and 5 Street SW ,7/6/2023 15:13,SW
 Eastbound 32 Avenue and 42 Street NE ,7/6/2023 15:10,NE
 Westbound 32 Avenue and 52 Street NE ,7/6/2023 14:52,NE
 Westbound 32 Avenue and 23 Street NE ,7/6/2023 13:55,NE
 9 Avenue and 14 Street SE ,7/6/2023 13:39,SE
 Southbound Deerfoot Trail approaching Memorial Drive SE ,7/6/2023 12:43,SE
 Westbound Southland Drive at Blackfoot Trail SE ,7/6/2023 10:55,SE
 Westbound Southland Drive at Blackfoot Trail SE ,7/6/2023 10:55,SE
 Ogden Road and Blackfoot Trail SE ,7/6/2023 8:53,SE
 Westbound Glenmore Trail approaching Deerfoot Trail SE ,7/6/2023 8:40,SE
 26 Avenue west of 36 Street NE ,7/6/2023 8:16,NE
 Eastbound 17 Avenue and 19 Street SE ,7/6/2023 3:12,SE
 Northbound Deerfoot Trail approaching Country Hills Boulevard NE ,7/5/2023 22:32,NE
 Westbound McKnight Boulevard and Trafford Drive NW ,7/5/2023 21:36,NW
 Ogden Road and 16 Street SE ,7/5/2023 19:19,NW
 Southbound Metis Trail approaching 88 Avenue NE ,7/5/2023 18:24,NE
 Westbound Stoney Trail and McKenzie Lake Boulevard SE ,7/5/2023 18:14,NW
 Walden Gate and 194 Avenue SE ,7/5/2023 18:11,SE
 Eastbound 130 Avenue and Deerfoot Trail SE ,7/5/2023 17:57,SE
 Westbound Stoney Trail and 52 Street SE ,7/5/2023 17:25,SE
 Northbound Deerfoot Trail and McKnight Boulevard NE ,7/5/2023 17:09,SE
 Westbound McKnight Boulevard and Deerfoot Trail NE ,7/5/2023 17:08,NE
 Northbound Nose Hill Drive and Crowfoot Way NW ,7/5/2023 17:05,NW
 Southbound Crowchild Trail and 17 Avenue SW ,7/5/2023 17:00,SW
 Southbound Deerfoot Trail and 16 Avenue NE ,7/5/2023 16:56,NE
 Southbound Deerfoot Trail and Peigan Trail SE ,7/5/2023 16:50,NW
 5 Street and 10 Avenue SW ,7/5/2023 16:11,SW
 20 Avenue and Centre Street N ,7/5/2023 15:54,NW
 46 Avenue and Blackfoot Trail SE ,7/5/2023 15:46,SE
 68 Street and 16 Avenue NE ,7/5/2023 14:30,NE
 Heritage Drive and 79 Avenue SE ,7/5/2023 14:24,SE
 69 Street and Stoney Trail SW ,7/5/2023 13:51,SW
 12 Avenue and 9 Street SW ,7/5/2023 13:36,SW
 Southbound Macleod Trail at Stoney Trail SW ,7/5/2023 13:05,SW
 Southbound Macleod Trail at Stoney Trail SW ,7/5/2023 13:05,SW
 Eastbound 5 Avenue at 1 Street SE  ,7/5/2023 12:50,SE
 Northbound Stoney Trail approaching 16 Avenue NE ,7/5/2023 12:03,NE
 Northbound Stoney Trail approaching 16 Avenue NE ,7/5/2023 12:03,NE
 Westbound Stoney Trail approaching Chaparral Boulevard SE ,7/5/2023 11:25,SE
 Westbound Glenmore Trail after 14 Street SW ,7/5/2023 10:26,SW
 Deer Ridge Drive and 138 Avenue SE ,7/5/2023 10:23,SE
 58 Avenue at 5 Street SW ,7/5/2023 9:12,SW
 Westbound 61 Avenue approaching 68 Street SE ,7/5/2023 8:42,SE
 32 Avenue and 52 Street NE ,7/5/2023 8:29,NE
 Westbound John Laurie Blvd approaching Shaganappi Trail NW ,7/5/2023 7:52,NW
 Southbound Shaganappi Trail Approaching John Laurie Blvd NW ,7/5/2023 7:52,NW
 Southbound Shaganappi Trail at John Laurie Boulevard NW ,7/5/2023 7:52,NW
 Southbound 52 Street at 61 Avenue SE ,7/5/2023 7:09,SE
 Sarcee Trail and Crowchild Trail NW ,7/5/2023 6:13,NW
 Spruce Meadows Trail and 53 Street SW ,7/4/2023 23:11,SW
 8 Street and 17 Avenue SW ,7/4/2023 19:21,SW
 Northbound Centre Street and Memorial Drive NE ,7/4/2023 18:33,NE
 Southbound Macleod Trail and 94 Avenue SE ,7/4/2023 18:00,SE
 Eastbound Stoney Trail and Sarcee Trail NW ,7/4/2023 17:48,NW
 Southbound Macleod Trail approaching 194 Avenue SW ,7/4/2023 17:27,SW
 Westbound Stoney Trail and Chaparral Boulevard SE ,7/4/2023 16:53,SE
 Fairmount Drive and Southland Drive SE ,7/4/2023 16:41,SE
 8 Avenue and 52 Street SE ,7/4/2023 14:53,SE
 Eastbound John Laurie Boulevard and Charleswood Drive NW ,7/4/2023 14:08,NW
 Northbound Macleod Trail and 46 Avenue SW ,7/4/2023 11:26,SW
 Shawville Boulevard and Shawville Road SE ,7/4/2023 11:23,SE
 8 Avenue and 19 Street NE ,7/4/2023 9:47,NE
 Southbound Deerfoot Trail and 64 Avenue NE ,7/4/2023 8:00,NW
 11 Avenue and Olympic Way SE ,7/4/2023 7:21,SE
 Brentwood Road and Charleswood Drive NW ,7/3/2023 23:26,NW
 12 Avenue and 3 Street SE ,7/3/2023 17:04,SE
 Westbound 16 Avenue and 52 Street NE ,7/3/2023 16:36,NE
 Westbound Country Hills Boulevard and Coventry Boulevard NE ,7/3/2023 16:06,NE
 Northbound Stoney Trail and Glenmore Trail SE ,7/3/2023 12:25,SE
 10 Street and Memorial Drive NW ,7/3/2023 6:59,NW
 64 Avenue and Centre Street N ,7/3/2023 3:20,NW
 64 Avenue and Centre Street N ,7/3/2023 3:20,NW
 Northbound Stoney Trail approaching 16 Avenue NE ,7/3/2023 2:24,NE
 Edmonton Trail and 8 Avenue NE ,7/3/2023 0:19,NE
 Northmount Drive and 14 Street NW ,7/2/2023 22:59,NW
 Westbound 16 Avenue approaching 19 Street NW ,7/2/2023 19:47,NW
 John Laurie Boulevard and Hawkwood Drive NW ,7/2/2023 19:00,NW
 Northbound Stoney Trail north of 17 Avenue SE ,7/2/2023 18:39,SE
 69 Street at Stoney Trail SW ,7/2/2023 16:24,SW
 Northbound Sarcee Trail north of Bow Trail SW ,7/2/2023 13:13,SW
 Westbound 16 Avenue at 19 Street NE ,7/2/2023 11:23,NE
 Southbound Nose Hill Drive at Scenic Acres Boulevard NW ,7/2/2023 11:07,NW
 James Mckevitt Road and Millrise Boulevard SW ,7/2/2023 9:17,SW
 Westbound James Mckevitt Road at Millrise Boulevard SW ,7/2/2023 9:17,SW
 McKnight Boulevard and John Laurie Boulevard NW ,7/2/2023 8:56,NW
 Foritana Road and Forego Avenue SE ,7/1/2023 23:03,SE
 Southbound Deerfoot Trail north of 16 Avenue NE ,7/1/2023 22:57,NW
 Macleod Trail and 25 Avenue SE ,7/1/2023 22:27,SE
 Eastbound 5 Avenue at 10 Street SW ,7/1/2023 20:17,SW
 14 Street at 29 Avenue SW ,7/1/2023 20:04,SW
 Westbound Glenmore Trail at 68 Street SE ,7/1/2023 19:58,SE
 Anderson Road at Bow Bottom Trail SE ,7/1/2023 19:43,SE
 Bow Trail and 26 Street SW ,7/1/2023 17:35,SW
 Northbound Deerfoot Trail at Memorial Drive SE ,7/1/2023 16:12,SE
 Symons Valley Py and Nolan Hill Drive NW ,7/1/2023 15:16,NW
 Southbound Deerfoot Trail approaching 64 Avenue NE ,7/1/2023 14:25,NE
 Richmond Road at Sarcee Trail SW ,7/1/2023 14:02,SW
 Richmond Road at Sarcee Trail SW ,7/1/2023 14:02,SW
 Westbound Beddington Trail at Hidden Creek Drive NW ,7/1/2023 10:48,NW
 Westbound 11 Avenue and 1 Street SW ,7/1/2023 4:09,SW
 Northbound Macleod Trail and 61 Avenue SW ,7/1/2023 3:46,SW
 Southbound Stoney Trail south of Peigan Trail SE ,7/1/2023 1:54,SE
 Cityscape Gate and Country Hills Boulevard NE ,7/1/2023 0:55,NE
 Southbound Crowchild Trail at 17 Avenue SW ,6/30/2023 18:04,SW
 Southbound Crowchild Trail at 17 Avenue SW ,6/30/2023 18:04,SW
 80 Avenue and Saddlecreek Gate NE ,6/30/2023 17:43,NE
 60 Street north of 88 Avenue NE ,6/30/2023 17:21,NE
 Eastbound McKnight Boulevard at 47 Street NE ,6/30/2023 16:53,NW
 Southbound Deerfoot Trail at 16 Avenue NE ,6/30/2023 16:50,NE
 Northbound Chaparral Boulevard at Stoney Trail SE ,6/30/2023 16:45,SE
 Westbound Glenmore Trail and Blackfoot Trail SE ,6/30/2023 15:55,SE
 Southbound Shaganappi Trail at Crowchild Trail NW ,6/30/2023 15:02,NW
 Deerfoot Trail and 16 Avenue NE ,6/30/2023 14:32,NE
 Northbound Deerfoot Trail at 16 Avenue NE ,6/30/2023 14:32,NE
 Eastbound Glenmore Trail at 68 Street SE ,6/30/2023 13:58,SE
 Eastbound Glenmore Trail at 68 Street SE ,6/30/2023 13:58,SE
 64 Avenue at 4 Street NW ,6/30/2023 13:20,NW
 14 Street and 7 Avenue NW ,6/30/2023 11:41,NW
 37 Street and 25 Avenue SW ,6/30/2023 11:28,SW
 Seton Boulevard and 52 Street SE ,6/30/2023 11:07,SE
 Northbound Deerfoot Trail after 17 Avenue SE ,6/30/2023 9:01,SE
 Northbound Crowchild Trail at 26 Avenue SW ,6/30/2023 8:22,SW
 Fairmount Drive and Bonaventure Drive SE ,6/30/2023 7:35,SE
 Westbound Memorial Drive and Deerfoot Trail SE ,6/30/2023 6:41,SE
 Glenmore Trail and Barlow Trail SE ,6/30/2023 6:28,SE
 53 Street and John Laurie Boulevard NW ,6/29/2023 19:14,NW
 Southbound Deerfoot Trail and 17 Avenue SE ,6/29/2023 19:10,SE
 Stoney Trail and Glenmore Trail SE ,6/29/2023 19:09,SE
 Northbound Macleod Trail and 10 Avenue SE ,6/29/2023 19:00,SE
 52 Street and 23 Avenue NE ,6/29/2023 18:50,NE
 Northbound Centre Street and 18 Avenue NE ,6/29/2023 17:48,NW
 Westbound 17 Avenue and 68 Street SE ,6/29/2023 16:05,SE
 Westbound 64 Avenue and Deerfoot Trail NE ,6/29/2023 16:03,NE
 Glenmore Trail and Fairmount Drive SE ,6/29/2023 16:00,SE
 Northbound Deerfoot Trail and Mcknight Boulevard NE ,6/29/2023 15:38,NE
 Northbound 14 Street and 11 Avenue SW ,6/29/2023 14:43,SW
 Northbound Deerfoot Trail north of Glenmore Trail SE ,6/29/2023 13:02,SE
 Northbound Deerfoot Trail north of Glenmore Trail SE ,6/29/2023 13:02,SE
 Northbound Deerfoot Trail approaching Southland Drive SE ,6/29/2023 10:48,SE
 Tsuut'ina Trail and 90 Avenue SW ,6/29/2023 10:44,SW
 Northbound Tsuut'ina Trail north of 90 Avenue SW ,6/29/2023 10:44,SW
 Northbound Tsuut'ina Trail north of 90 Avenue SW ,6/29/2023 10:44,SW
 Northbound Tsuut'ina Trail north of 90 Avenue SW ,6/29/2023 10:44,SW
 8 Street and 14 Avenue SW ,6/29/2023 10:12,SW
 Northbound Sarcee Trail at Richmond Road SW ,6/29/2023 10:01,NW
 Westbound 16 Avenue approaching Deerfoot Trail NE ,6/29/2023 8:45,NE
 Northbound 36 Street at 8 Avenue NE ,6/29/2023 8:42,NE
 Eastbound McKnight Boulevard at 12 Street NE ,6/29/2023 8:34,NE
 Southbound Deerfoot Trail at 32 Avenue NE ,6/29/2023 8:11,NE
 Southbound Deerfoot Trail at 32 Avenue NE ,6/29/2023 8:11,NE
 Southbound Stoney Trail south of 16 Avenue NE ,6/29/2023 7:55,NE
 Southbound Stoney Trail south of 16 Avenue NE ,6/29/2023 7:55,NE
 Eastbound Anderson Road approaching Deerfoot Trail SE ,6/29/2023 7:26,SE
 Eastbound Memorial Drive approaching 10 Street NW ,6/29/2023 7:05,NW
 68 Street and Coral Springs Boulevard NE ,6/29/2023 7:03,NE
 Northbound Macleod Trail and 194 Avenue SE ,6/29/2023 1:27,SE
 Northbound Macleod Trail and 194 Avenue SE ,6/29/2023 1:27,SE
 Edmonton Trail and 8 Avenue NE ,6/28/2023 22:44,NE
 Memorial Drive and 44 Street NE ,6/28/2023 21:50,NE
 Northmount Drive and Centre Street N ,6/28/2023 17:40,NW
 Northbound Deerfoot Trail after Stoney Trail NE ,6/28/2023 17:28,NE
 Westbound 16 Avenue and 19 Street NE ,6/28/2023 16:47,NE
 Nose Hill Drive and Stoney Trail NW ,6/28/2023 16:27,NW
 Bow Bottom Trail and 146 Avenue SE ,6/28/2023 16:24,SE
 Southbound Deerfoot Trail after Southland Drive SE ,6/28/2023 16:17,SE
 Crowchild Trail and University Drive NW ,6/28/2023 10:47,NW
 Southbound Crowchild Trail at University Drive NW ,6/28/2023 10:47,NW
 10 Avenue at Centre Street S ,6/28/2023 10:31,SE
 Heritage Drive and Fairview Drive SE ,6/28/2023 9:30,SE
 Chaparral Boulevard at Stoney Trail SE ,6/28/2023 8:34,SE
 Chaparral Boulevard at Stoney Trail SE ,6/28/2023 8:34,SE
 Southbound Macleod Trail at Heritage Drive SE ,6/28/2023 8:23,SE
 Westbound 32 Avenue at 12 Street NE ,6/28/2023 7:34,NE
 Barlow Trail and Peigan Trail SE ,6/28/2023 7:12,SE
 96 Avenue and 60 Street NE ,6/27/2023 23:23,NE
 Country Hills Road and Harvest Hills Boulevard NW ,6/27/2023 23:18,NW
 Northbound Crowchild Trail and 23 Avenue NW ,6/27/2023 23:14,NW
 32 Avenue and Elbow Drive SW ,6/27/2023 22:50,SW
 Sheriff King Street and 194 Avenue SW ,6/27/2023 21:21,SW
 Northbound 14 Street and Kensington Road NW ,6/27/2023 19:07,NW
 Centre Street and 8 Avenue SE ,6/27/2023 18:14,SE
 Southbound Crowchild Trail and Mount Royal Gate SW ,6/27/2023 18:10,SW
 Southbound Deerfoot Trail and Mckenzie Lake Boulevard SE ,6/27/2023 17:56,SE
 Eastbound Glenmore Trail and 14 Street SW ,6/27/2023 17:43,SW
 130 Avenue and 50 Street SE ,6/27/2023 17:29,SE
 Shawville Gate and Shawville Li SE ,6/27/2023 17:20,SE
 Southbound Deerfoot Trail and Glenmore Trail SE ,6/27/2023 17:17,SE
 Prestwick Avenue and Prestwick Boulevard SE ,6/27/2023 16:45,SE
 Northbound Deerfoot Trail approaching Anderson Road SE ,6/27/2023 16:28,SE
